Acceleration	normal force	0
Acceleration	electric potential	0
Acceleration	Inertial frame of reference	0
Acceleration	photoelectric effect	0
Acceleration	Frame of reference	0
Acceleration	torque	0
Acceleration	friction	0
Acceleration	direction (geometry)	0
Acceleration	Tension (physics)	0
Acceleration	Electromagnetic radiation	0
Acceleration	Hooke's law	0
Acceleration	Free fall	-1
Acceleration	Motion (physics)	0
Acceleration	Newton's laws of motion	0
Acceleration	speed	-1
Acceleration	displacement (vector)	0
Acceleration	gravity	1
Acceleration	Gravitational field	0
Acceleration	Gravity of Earth	0
Acceleration	field (physics)	0
Acceleration	Length	0
Acceleration	magnetic field	0
Acceleration	electron	0
Acceleration	Mass	0
Acceleration	Motion graphs and derivatives	1
Acceleration	Physics	1
Acceleration	euclidean vector	0
Acceleration	Newton's law of universal gravitation	0
Acceleration	non-inertial reference frame	0
Acceleration	Force	-1
Acceleration	potential energy	0
Acceleration	Relative velocity	0
Acceleration	Energy	0
Acceleration	Work (physics)	0
Acceleration	kilogram	0
Acceleration	Sonic boom	0
Acceleration	Gravitational acceleration	1
Acceleration	Equations of motion	1
Acceleration	position (vector)	0
Acceleration	velocity	-1
Acceleration	projectile motion	1
normal force	friction	0
normal force	velocity	0
normal force	contact force	0
normal force	Force	-1
electric potential	potential energy	0
electric potential	joule	0
electric potential	Energy	-1
electric potential	Voltage	1
electric potential	kilogram	0
electric potential	electric potential energy	1
electric potential	Distance	0
electric potential	Coulomb	0
electric potential	Electromotive Force	1
electric potential	Electroscope	0
electric potential	capacitance	0
electric potential	electric field	-1
electric potential	gravity	0
electric potential	Gravitational field	0
electric potential	Voltmeter	1
electric potential	magnetic field	0
electric potential	electron	0
electric potential	Mass	0
electric potential	Force	0
Inertial frame of reference	Elastic collision	0
Inertial frame of reference	velocity	0
Inertial frame of reference	Distance	0
Inertial frame of reference	speed	-1
Inertial frame of reference	collision	0
Inertial frame of reference	Length	0
Inertial frame of reference	Physics	0
Inertial frame of reference	non-inertial reference frame	1
Inertial frame of reference	Force	-1
photoelectric effect	Wavelength	0
photoelectric effect	electromagnetic spectrum	0
photoelectric effect	Voltage	0
photoelectric effect	Kinetic energy	0
photoelectric effect	Laser	0
photoelectric effect	electric field	0
photoelectric effect	color	0
photoelectric effect	Light	1
photoelectric effect	Amplitude	0
photoelectric effect	Electromagnetic radiation	0
photoelectric effect	Energy	-1
photoelectric effect	Electroscope	0
photoelectric effect	electron	-1
photoelectric effect	collision	0
photoelectric effect	Length	0
photoelectric effect	Wave	1
photoelectric effect	Frequency	0
photoelectric effect	wave	-1
photoelectric effect	Physics	1
photoelectric effect	Hertz	0
photoelectric effect	Force	0
Frame of reference	electromagnetic spectrum	0
Frame of reference	Inertial frame of reference	0
Frame of reference	Motion (physics)	0
Frame of reference	Mass	0
Frame of reference	non-inertial reference frame	0
Frame of reference	Force	0
torque	Energy	-1
torque	Metre	0
torque	Power (physics)	0
torque	Distance	0
torque	speed	-1
torque	gravity	0
torque	lever	-1
torque	Length	0
torque	velocity	0
torque	Force	-1
friction	normal force	-1
friction	torque	0
friction	Hooke's law	0
friction	speed	0
friction	gravity	0
friction	Length	0
friction	electron	0
friction	Mass	0
friction	euclidean vector	0
friction	Force	-1
friction	potential energy	0
friction	Energy	0
friction	Work (physics)	0
friction	Gravitational acceleration	0
friction	velocity	0
friction	Coulomb	0
friction	Temperature	0
friction	Deformation (engineering)	0
friction	hardness	0
friction	Kinetic energy	0
friction	mechanical energy	0
friction	inelastic collision	1
friction	Free body diagram	0
friction	dielectric	0
friction	Le Sage's theory of gravitation	0
friction	collision	0
friction	Electrical resistance and conductance	0
friction	contact force	0
friction	lever	0
direction (geometry)	euclidean vector	0
direction (geometry)	Distance	0
Tension (physics)	potential energy	0
Tension (physics)	velocity	0
Tension (physics)	transverse wave	0
Tension (physics)	contact force	0
Tension (physics)	Length	0
Tension (physics)	Mass	0
Tension (physics)	Physics	0
Tension (physics)	Compression (physics)	0
Tension (physics)	Force	-1
Electromagnetic radiation	Emission spectrum	0
Electromagnetic radiation	Energy level	0
Electromagnetic radiation	electron	-1
Electromagnetic radiation	Physics	0
Electromagnetic radiation	Energy	0
Electromagnetic radiation	velocity	0
Electromagnetic radiation	electric field	0
Electromagnetic radiation	Voltage	0
Electromagnetic radiation	Temperature	0
Electromagnetic radiation	refraction	0
Electromagnetic radiation	electromagnetic spectrum	0
Electromagnetic radiation	Laser	0
Electromagnetic radiation	Metre	0
Electromagnetic radiation	Light	1
Electromagnetic radiation	Power (physics)	0
Electromagnetic radiation	Le Sage's theory of gravitation	0
Electromagnetic radiation	Frequency	0
Electromagnetic radiation	Hertz	1
Electromagnetic radiation	transverse wave	0
Electromagnetic radiation	dispersion (optics)	0
Electromagnetic radiation	Wavelength	0
Electromagnetic radiation	Diffraction	0
Electromagnetic radiation	scattering	0
Electromagnetic radiation	Electric current	0
Electromagnetic radiation	Absorption spectroscopy	0
Hooke's law	torque	0
Hooke's law	Tension (physics)	0
Hooke's law	displacement (vector)	0
Hooke's law	Length	0
Hooke's law	Mass	0
Hooke's law	Physics	1
Hooke's law	Force	-1
Hooke's law	potential energy	0
Hooke's law	Energy	-1
Hooke's law	Work (physics)	0
Hooke's law	kilogram	0
Hooke's law	Distance	0
Hooke's law	electric field	0
Hooke's law	Temperature	0
Hooke's law	wave	0
Hooke's law	Elasticity (physics)	-1
Hooke's law	Metre	0
Hooke's law	Amplitude	0
Hooke's law	dielectric	0
Hooke's law	lever	0
Hooke's law	Creep (deformation)	0
Hooke's law	Frequency	1
Hooke's law	Scalar (mathematics)	0
Hooke's law	Stiffness	-1
Free fall	Acceleration	1
Free fall	normal force	0
Free fall	Gravitational acceleration	-1
Free fall	Metre	-1
Free fall	velocity	0
Free fall	Distance	0
Free fall	gravity	1
Free fall	Gravitational field	-1
Free fall	planet	0
Free fall	Force	-1
Motion (physics)	Energy	0
Motion (physics)	Kinetic energy	0
Motion (physics)	Equations of motion	1
Motion (physics)	Power (physics)	0
Motion (physics)	magnetism	0
Motion (physics)	Distance	-1
Motion (physics)	Newton's laws of motion	1
Motion (physics)	speed	-1
Motion (physics)	displacement (vector)	0
Motion (physics)	gravity	0
Motion (physics)	field (physics)	0
Motion (physics)	Temperature	0
Motion (physics)	velocity	1
Motion (physics)	planet	0
Motion (physics)	Mass	0
Motion (physics)	Physics	1
Motion (physics)	projectile motion	1
Motion (physics)	Force	-1
Newton's laws of motion	Work (physics)	0
Newton's laws of motion	Inertial frame of reference	0
Newton's laws of motion	Equations of motion	0
Newton's laws of motion	collision	0
Newton's laws of motion	Gravitational field	0
Newton's laws of motion	contact force	0
Newton's laws of motion	Motion	-1
Newton's laws of motion	Force	1
Newton's laws of motion	Gravity of Earth	0
Newton's laws of motion	kilogram	0
speed	Acceleration	1
speed	normal force	0
speed	Inertial frame of reference	1
speed	torque	1
speed	Free fall	0
speed	Motion (physics)	1
speed	displacement (vector)	0
speed	Gravitational field	0
speed	Gravity of Earth	0
speed	field (physics)	0
speed	Length	0
speed	magnetic field	0
speed	electron	0
speed	Mass	0
speed	euclidean vector	0
speed	Newton's law of universal gravitation	0
speed	Force	0
speed	Relative velocity	1
speed	Energy	0
speed	Work (physics)	0
speed	Sonic boom	1
speed	Equations of motion	0
speed	position (vector)	0
speed	velocity	1
speed	Distance	-1
speed	Temperature	0
speed	rarefaction	0
speed	refraction	0
speed	wave	1
speed	electromagnetic spectrum	0
speed	Sound intensity	0
speed	Metre	0
speed	Refractive index	1
speed	mechanical energy	0
speed	inelastic collision	0
speed	dielectric	0
speed	Le Sage's theory of gravitation	1
speed	collision	0
speed	magnet	0
speed	Hertz	0
speed	transverse wave	0
speed	dispersion (optics)	0
speed	magnetism	0
speed	Wavelength	1
speed	Snell's law	1
speed	Elastic collision	0
speed	Doppler effect	1
displacement (vector)	Relative velocity	0
displacement (vector)	Work (physics)	0
displacement (vector)	Equations of motion	0
displacement (vector)	position (vector)	-1
displacement (vector)	velocity	0
displacement (vector)	projectile motion	0
displacement (vector)	Distance	-1
displacement (vector)	Length	0
displacement (vector)	Mass	0
displacement (vector)	Motion graphs and derivatives	1
displacement (vector)	Stiffness	0
displacement (vector)	euclidean vector	0
gravity	Doppler effect	0
