Fibonacci heap	Priority queue	0
Fibonacci heap	pseudocode	0
Fibonacci heap	Heap (data structure)	-1
Fibonacci heap	Queue	0
Fibonacci heap	Tree (data structure)	0
Fibonacci heap	Big O notation	0
Fibonacci heap	Dijkstra's algorithm	0
Priority queue	Stack (abstract data type)	0
Priority queue	Queue	-1
Priority queue	Big O notation	0
Priority queue	selection sort	0
Priority queue	Adjacency list	0
Priority queue	search tree	0
Priority queue	Queue (abstract data type)	-1
Priority queue	Minimum spanning tree	0
pseudocode	Linked list	0
Heap (data structure)	Stack (abstract data type)	0
Heap (data structure)	Fibonacci heap	0
Heap (data structure)	Priority queue	0
Heap (data structure)	Pairing heap	1
Heap (data structure)	Queue	0
Heap (data structure)	Tree (data structure)	-1
Heap (data structure)	Binary heap	1
Heap (data structure)	Linked list	0
Heap (data structure)	Sorting algorithm	0
Heap (data structure)	Selection algorithm	0
Heap (data structure)	search tree	0
Heap (data structure)	Dijkstra's algorithm	0
Heap (data structure)	Binary search tree	0
Queue	Priority queue	1
Tree (data structure)	Binary heap	0
Tree (data structure)	tree traversal	0
Tree (data structure)	Heap (data structure)	0
Tree (data structure)	Adjacency list	0
Tree (data structure)	Breadth-first search	0
Tree (data structure)	Directed graph	0
Tree (data structure)	depth-first search	0
Tree (data structure)	search tree	1
Tree (data structure)	Binary search tree	1
Big O notation	selection sort	0
Big O notation	Quicksort	0
Big O notation	Sorting algorithm	0
Big O notation	Dynamic programming	0
Big O notation	Analysis of algorithms	1
Big O notation	Worst-case execution time	0
Big O notation	lookup table	0
Graph (abstract data type)	Adjacency list	0
Graph (abstract data type)	Breadth-first search	0
Graph (abstract data type)	Directed graph	1
Graph (abstract data type)	adjacency matrix	0
Graph (abstract data type)	time complexity	0
Graph (abstract data type)	depth-first search	0
Graph (abstract data type)	Graph traversal	1
Graph (abstract data type)	dense graph	1
Graph (abstract data type)	lattice graph	1
Adjacency list	Breadth-first search	0
Adjacency list	tree traversal	0
Adjacency list	adjacency matrix	1
Breadth-first search	Stack (abstract data type)	0
Breadth-first search	tree traversal	0
Breadth-first search	Queue	0
Breadth-first search	time complexity	0
Breadth-first search	depth-first search	0
Breadth-first search	Graph traversal	0
Breadth-first search	search tree	0
Directed graph	Graph (abstract data type)	-1
Directed graph	Directed acyclic graph	1
adjacency matrix	Adjacency list	-1
adjacency matrix	Breadth-first search	0
adjacency matrix	Directed graph	0
adjacency matrix	Big O notation	0
time complexity	Randomized algorithm	0
time complexity	Priority queue	0
time complexity	Big O notation	0
time complexity	Merge sort	0
time complexity	Quicksort	0
time complexity	Sorting algorithm	0
time complexity	Dynamic programming	0
time complexity	recurrence relation	0
time complexity	Steiner tree problem	0
time complexity	Linear programming	0
time complexity	Analysis of algorithms	0
time complexity	Binary search tree	0
depth-first search	pseudocode	0
depth-first search	Queue	0
depth-first search	Directed acyclic graph	0
depth-first search	time complexity	0
depth-first search	Graph traversal	0
depth-first search	Analysis of algorithms	0
depth-first search	tree traversal	0
depth-first search	search tree	0
